store_id,city,state,store_name,category,address,phone,rating,review_count,maps_search_url,checked_date,record_type,part_id,part_name,part_search_term,availability_status,part_store_maps_search_url,mapping_note,price_min_inr,price_typical_inr,price_max_inr,price_confidence,price_basis,price_as_of,school_project_price_inr,school_price_note
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-004,Gas Spring / Mechanical Damper,Gas Spring / Mechanical Damper,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Gas+Spring+%2F+Mechanical+Damper+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-005,Hip Abduction Joint,Hip Abduction Joint,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Hip+Abduction+Joint+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-006,Leg Linkage Set,Leg Linkage Set,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Leg+Linkage+Set+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-007,Quadruped Hip Joint Bracket,Quadruped Hip Joint Bracket,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Quadruped+Hip+Joint+Bracket+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-008,Quadruped Knee Joint Bracket,Quadruped Knee Joint Bracket,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Quadruped+Knee+Joint+Bracket+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-009,Robot Foot / Paw,Robot Foot / Paw,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Robot+Foot+%2F+Paw+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-010,Series Elastic Element,Series Elastic Element,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Series+Elastic+Element+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-011,Shock Absorber,Shock Absorber,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Shock+Absorber+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-012,Tail Mechanism / Balance Tail,Tail Mechanism / Balance Tail,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Tail+Mechanism+%2F+Balance+Tail+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,LEG-013,Torsion Spring,Torsion Spring,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Torsion+Spring+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-004,BTS7960 High-Current Motor Driver,BTS7960 High-Current Motor Driver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+BTS7960+High-Current+Motor+Driver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,250,450,900,High,India maker-market range,2026-08-30,450,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-005,CAN Servo Motor Controller,CAN Servo Motor Controller,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+CAN+Servo+Motor+Controller+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,120,120,120,Low,Category-based India market estimate,2026-08-30,120,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-006,Cytron MD10C / MD30C Driver,Cytron MD10C / MD30C Driver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Cytron+MD10C+%2F+MD30C+Driver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,120,120,120,Low,Category-based India market estimate,2026-08-30,120,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-007,DYNAMIXEL U2D2 / Smart Servo Interface,DYNAMIXEL U2D2 / Smart Servo Interface,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+DYNAMIXEL+U2D2+%2F+Smart+Servo+Interface+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,300,1200,5000,Low,Specialty material estimate,2026-08-30,1200,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-008,FOC Motor Driver,FOC Motor Driver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+FOC+Motor+Driver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,120,120,120,Low,Category-based India market estimate,2026-08-30,120,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-009,ODrive BLDC Controller,ODrive BLDC Controller,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+ODrive+BLDC+Controller+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,8000,8000,8000,Medium,Import/maker market estimate,2026-08-30,8000,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-010,PCA9685 16-Channel Servo Driver,PCA9685 16-Channel Servo Driver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+PCA9685+16-Channel+Servo+Driver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,180,350,700,High,India maker-market range,2026-08-30,350,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-011,Stepper Driver A4988,Stepper Driver A4988,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Stepper+Driver+A4988+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,120,120,120,Low,Category-based India market estimate,2026-08-30,120,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-012,Stepper Driver DRV8825,Stepper Driver DRV8825,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Stepper+Driver+DRV8825+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,120,120,120,Low,Category-based India market estimate,2026-08-30,120,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-013,TMC2209 Silent Stepper Driver,TMC2209 Silent Stepper Driver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+TMC2209+Silent+Stepper+Driver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,250,450,900,High,India maker-market range,2026-08-30,450,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-014,VESC Motor Controller,VESC Motor Controller,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+VESC+Motor+Controller+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,3000,3000,3000,Medium,India/import market estimate,2026-08-30,3000,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,DRV-015,VNH5019 Motor Driver,VNH5019 Motor Driver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+VNH5019+Motor+Driver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,120,120,120,Low,Category-based India market estimate,2026-08-30,120,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-001,AS5048A / AS5047 Magnetic Encoder,AS5048A / AS5047 Magnetic Encoder,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+AS5048A+%2F+AS5047+Magnetic+Encoder+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-002,AS5600 Magnetic Encoder,AS5600 Magnetic Encoder,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+AS5600+Magnetic+Encoder+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-003,Absolute Rotary Encoder,Absolute Rotary Encoder,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Absolute+Rotary+Encoder+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-004,Endstop / Microswitch,Endstop / Microswitch,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Endstop+%2F+Microswitch+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-005,Hall Effect Position Sensor,Hall Effect Position Sensor,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Hall+Effect+Position+Sensor+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-006,Incremental Quadrature Encoder,Incremental Quadrature Encoder,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Incremental+Quadrature+Encoder+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-007,Joint Limit Switch,Joint Limit Switch,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Joint+Limit+Switch+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-008,Linear Encoder,Linear Encoder,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Linear+Encoder+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-009,Optical Encoder,Optical Encoder,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+Optical+Encoder+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-003,Bengaluru,Karnataka,Sri Lakshmi Electronics - A Robotics Shop,Electronics store,"Ground floor, Sabari Complex, 66, Sadar Patrappa Rd, Kumbarpet, Nagarathpete, Bengaluru, Karnataka 560002",,4.7,26,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+A+Robotics+Shop+Bengaluru,2026-08-30,part_search_seed,ENC-010,String Potentiometer / Draw-Wire Sensor,String Potentiometer / Draw-Wire Sensor,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Electronics+-+A+Robotics+Shop+String+Potentiometer+%2F+Draw-Wire+Sensor+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,100,100,100,Low,Category-based India market estimate,2026-08-30,100,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,PWR-004,2S LiPo Battery,2S LiPo Battery,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+2S+LiPo+Battery+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,500,1500,4000,Medium,India RC/robotics market range,2026-08-30,1500,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,PWR-005,3S LiPo Battery,3S LiPo Battery,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+3S+LiPo+Battery+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,700,700,700,Medium,India RC/robotics market range,2026-08-30,700,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,PWR-006,4S LiPo Battery,4S LiPo Battery,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+4S+LiPo+Battery+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,1200,1200,1200,Medium,India RC/robotics market range,2026-08-30,1200,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,PWR-007,5V/12V/24V Power Supply,5V/12V/24V Power Supply,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+5V%2F12V%2F24V+Power+Supply+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,80,80,80,Low,Category-based India market estimate,2026-08-30,80,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,PWR-008,6S LiPo Battery,6S LiPo Battery,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+6S+LiPo+Battery+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,2700,2700,2700,High,Current India retail anchor,2026-08-30,2700,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,PWR-009,Anti-Spark Switch,Anti-Spark Switch,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Anti-Spark+Switch+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,80,80,80,Low,Category-based India market estimate,2026-08-30,80,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
